,NAME,ADDRESS,City,State Code,Zip Code,County,Rural Versus Urban,FTE - Employees on Payroll,Total Days (V + XVIII + XIX + Unknown),Number of Beds,Total Bed Days Available,Total Discharges (V + XVIII + XIX + Unknown),Total Days (V + XVIII + XIX + Unknown) + Total for all Subproviders,Number of Beds + Total for all Subproviders,Total Bed Days Available + Total for all Subproviders,Total Discharges (V + XVIII + XIX + Unknown) + Total for all Subproviders,Hospital Total Days (V + XVIII + XIX + Unknown) For Adults &amp; Peds,Hospital Number of Beds For Adults &amp; Peds,Hospital Total Bed Days Available For Adults &amp; Peds,Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults &amp; Peds,Cost of Charity Care,Total Bad Debt Expense,Cost of Uncompensated Care,Total Unreimbursed and Uncompensated Care,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Depreciation Cost,Total Costs,Inpatient Total Charges,Outpatient Total Charges,Combined Outpatient + Inpatient Total Charges,Wage-Related Costs (Core),Wage-Related Costs (RHC/FQHC),Total Salaries (adjusted),Contract Labor,Wage Related Costs for Part - A Teaching Physicians,Wage Related Costs for Interns and Residents,Cash on Hand and in Banks,Temporary Investments,Notes Receivable,Accounts Receivable,Less: Allowances for Uncollectible Notes and Accounts Receivable,Inventory,Prepaid Expenses,Other Current Assets,Total Current Assets,Total Fixed Assets,Investments,Other Assets,Total Other Assets,Total Assets,Accounts Payable,"Salaries, Wages, and Fees Payable",Payroll Taxes Payable,Notes and Loans Payable (Short Term),Deferred Income,Other Current Liabilities,Total Current Liabilities,Mortgage Payable,Notes Payable,Unsecured Loans,Other Long Term Liabilities,Total Long Term Liabilities,Total Liabilities,General Fund Balance,Total Fund Balances,Total Liabilities and Fund Balances,Managed Care Simulated Payments,Total IME Payment,Inpatient Revenue,Outpatient Revenue,Gross Revenue,Net Patient Revenue,Less Total Operating Expense,Net Income from Service to Patients,Total Other Income,Total Income,Total Other Expenses,Net Income,Cost To Charge Ratio,Net Revenue from Medicaid,Medicaid Charges
4862,SSH - DURHAM,3643 NORTH ROXBORO RD,DURHAM,NC,27704,DURHAM,U,87.03,"9,255",30,"10,950",281,"9,255",30,"10,950",281,9255.0,30.0,10950.0,281.0,0,0,0,0,6468034.0,10628431.0,152775.0,16826905.0,61764505.0,256208.0,62020713.0,0,0,6468034.0,0,0,0,0,0,0,3787170.0,0,0,6724.0,95534.0,3889428.0,0.0,0,45246.0,-5040119.0,-702589.0,2199053.0,531030.0,0,0,0,0,3186159.0,0,0,0,715554.0,715554.0,3901713.0,-4604302.0,-4604302.0,-702589.0,0,0,62020713.0,0,62020713.0,15171716.0,17174805.0,-2003089.0,2614619.0,611530.0,1958033.0,-1346503.0,,0,0
4863,MEDICAL CITY WEATHERFORD,713 EAST ANDERSON STREET,WEATHERFORD,TX,76086,,U,335.53,"18,836",82,"29,930","5,086","18,867",82,"29,930","5,086",14062.0,62.0,22630.0,5086.0,6968046.0,6328616.0,7885895.0,9452900.0,27052361.0,73300547.0,8288341.0,80815878.0,359659513.0,372182296.0,731841809.0,5958439.0,0,27189547.0,2762662.0,0,461580.0,186044.0,0,0,25564147.0,-12366077.0,3387313.0,314023.0,0,16694330.0,0.0,422176.0,10690730.0,11112906.0,87754701.0,2722306.0,2363869.0,1734525.0,0,0,1355030.0,8175730.0,0,0,79859282.0,8362368.0,88221650.0,96397380.0,-8642679.0,-8642679.0,87754701.0,6470871.0,3182258.0,359661120.0,361461530.0,721122650.0,91065618.0,100196777.0,-9131159.0,437835.0,-8693324.0,-3996.0,-8689328.0,0.11,4949384.0,64352770.0
4864,DALLAS BEHAVIORAL HEALTHCARE,800 KIRNWOOD DRIVE,DE SOTO,TX,75115,DALLAS,U,250.88,"27,348",116,"42,340","3,885","27,348",116,"42,340","3,885",27348.0,116.0,42340.0,3885.0,0,0,0,0,13186779.0,11729643.0,97919.0,21760036.0,43913675.0,4698560.0,48612235.0,0,0,0,0,0,0,300965.0,0,0,1878467.0,0,91938.0,244888.0,0,2584606.0,0.0,0,156499.0,156499.0,3957288.0,1409987.0,0,0,0,0,26762026.0,28172013.0,0,0,0,149691.0,149691.0,28321704.0,-24364416.0,-24364416.0,3957288.0,0,0,43913675.0,4698560.0,48612235.0,17012994.0,24916422.0,-7903428.0,45553.0,-7857875.0,0,-7857875.0,,0,0
4865,AURORA BEHAVIORAL  HEALTHCARE-TEMPE,6350 SOUTH MAPLE AVENUE,TEMPE,AZ,85283,MARICOPA,U,313.69,"40,347",138,"50,370","4,231","40,347",138,"50,370","4,231",40347.0,138.0,50370.0,4231.0,0,0,0,0,17667997.0,19972364.0,152320.0,32467742.0,65382375.0,4923600.0,70305975.0,0,0,0,0,0,0,1646721.0,0,0,3238323.0,0,59857.0,142323.0,0,10875645.0,0.0,0,151260.0,151260.0,11930673.0,486357.0,0,0,0,0,1667556.0,2153913.0,0,0,0,1142325.0,1142325.0,3296238.0,8634435.0,8634435.0,11930673.0,0,0,69919247.0,4923600.0,74842847.0,42006291.0,37640361.0,4365930.0,149846.0,4515776.0,0,4515776.0,,0,0
4866,RANGELY DISTRICT HOSPITAL,225 EAGLE CREST DRIVE,RANGELY,CO,81648,RIO BLANCO,R,103.85,"5,009",25,"9,125",35,"6,093",25,"9,125",35,105.0,25.0,9125.0,35.0,0,596347.0,868460.0,2163646.0,7266602.0,10594885.0,2015134.0,12656230.0,1759784.0,6930896.0,8690680.0,0,0,0,0,0,0,7012268.0,0,0,2726522.0,-1871987.0,586957.0,113145.0,0,16101049.0,0.0,4471298.0,0,4471298.0,41914695.0,445552.0,478929.0,222645.0,2415000.0,31106.0,515255.0,4108487.0,0,0,0,27659829.0,27659829.0,31768316.0,10146379.0,10146379.0,41914695.0,0,0,1758128.0,10201934.0,11960062.0,13333295.0,17861487.0,-4528192.0,5506063.0,977871.0,0,977871.0,1.46,771592.0,1419199.0
4867,FAYETTE COUNTY HOSPITAL,SEVENTH & TAYLOR,VANDALIA,IL,62471-,FAYETTE,R,182.65,"3,445",25,"9,125",478,"29,482",110,"40,150",478,1664.0,21.0,7665.0,478.0,710358.0,2679102.0,1693541.0,1693541.0,12486182.0,17956565.0,1319277.0,26593345.0,15342464.0,55223965.0,70566429.0,0,0,0,0,0,0,900771.0,0,0,17125469.0,-12825694.0,432273.0,201771.0,0,5855917.0,0.0,0,392015.0,392015.0,7660451.0,2680920.0,1168207.0,0,824211.0,0,0,4673338.0,0,1115252.0,0,0,1115252.0,5788590.0,1871861.0,1871861.0,7660451.0,0,0,15977134.0,62910601.0,78887735.0,27568635.0,30442747.0,-2874112.0,2507527.0,-366585.0,0,-366585.0,0.38,10672246.0,13141460.0
4868,RH OF NORTHWEST INDIANA  LLC,4321 FIR STREET  4TH FLOOR,EAST CHICAGO,IN,46312,LAKE,U,141.95,"14,460",61,"22,265",554,"14,460",61,"22,265",554,14460.0,61.0,22265.0,554.0,0,0,0,0,10724385.0,11273831.0,350435.0,22501657.0,137570701.0,10900.0,137581601.0,0,0,10724385.0,0,0,0,0,0,0,3625479.0,0,0,0,123893.0,3749372.0,0.0,0,16538105.0,26847245.0,31950259.0,1588331.0,653778.0,0,0,0,0,1042072.0,0,0,0,1939018.0,1939018.0,2981090.0,28969169.0,28969169.0,31950259.0,0,0,137581600.0,0,137581600.0,23775980.0,21998217.0,1777763.0,2114.0,1779877.0,1448069.0,331808.0,,0,0
4869,PALMER LUTHERAN HEALTH CENTER,112 JEFFERSON STREET,WEST UNION,IA,52175-1022,FAYETTE,R,126.03,"1,758",25,"9,125",184,"55,145",25,"9,125",184,452.0,25.0,9125.0,184.0,495953.0,448777.0,1151374.0,3529425.0,9569162.0,20382143.0,1391239.0,30387567.0,3433818.0,32526823.0,35960641.0,0,0,0,0,0,0,4290218.0,41586.0,0,7057905.0,-1936152.0,992214.0,111411.0,0,10811243.0,0.0,785356.0,478710.0,1264066.0,20024623.0,840315.0,1412269.0,0,0,0,0,4347855.0,8166655.0,0,0,0,8166655.0,12514510.0,7510113.0,7510113.0,20024623.0,0,0,4095993.0,41151841.0,45247834.0,28187768.0,30400082.0,-2212314.0,3533583.0,1321269.0,0,1321269.0,0.85,3258781.0,6670625.0
4870,ASHLAND HEALTH CENTER,625 S KENTUCKY ST,ASHLAND,KS,67831,CLARK,R,49.28,"5,263",25,"9,125",43,"8,026",25,"9,125",43,129.0,25.0,9125.0,43.0,0,102629.0,100990.0,577288.0,2980113.0,5711747.0,960260.0,8559957.0,1972619.0,2343588.0,4316207.0,0,0,0,0,0,0,1898619.0,0,0,2888097.0,0,113412.0,11343.0,0,4911471.0,0.0,0,702690.0,702690.0,19539141.0,3796876.0,2387191.0,0,983206.0,0,364093.0,7531366.0,0,13162715.0,0,0,13162715.0,20694081.0,-1154940.0,-1154940.0,19539141.0,0,0,2000158.0,2390445.0,4390603.0,6565538.0,8691860.0,-2126322.0,1786466.0,-339856.0,0,-339856.0,1.98,166349.0,424136.0
4871,WILSON MEDICAL CENTER,2600 OTTAWA ROAD,NEODESHA,KS,66757-,WILSON,R,90.16,"2,818",15,"5,475",177,"17,493",15,"5,475",177,628.0,15.0,5475.0,177.0,11882.0,907772.0,449371.0,909753.0,7815428.0,10660165.0,1101728.0,16679291.0,7755198.0,22409053.0,30164251.0,0,0,0,0,0,0,3315345.0,0,0,3919431.0,-1369841.0,241485.0,187197.0,1274448.0,8263488.0,0.0,1233360.0,0,1233360.0,14478454.0,1534045.0,736006.0,0,0,0,289005.0,2559056.0,9728634.0,0,0,6298072.0,16026706.0,18585762.0,-4107308.0,-4107308.0,14478454.0,0,0,7866910.0,23428100.0,31295010.0,17500510.0,19383365.0,-1882855.0,1787663.0,-95192.0,0,-95192.0,0.55,590529.0,1900556.0
4872,LIVINGSTON HOSPITAL,131 HOSPITAL DRIVE,SALEM,KY,42078-,LIVINGSTON,R,134.22,"2,974",25,"9,125",499,"9,308",25,"9,125",499,1860.0,25.0,9125.0,499.0,20099.0,1113833.0,461275.0,461275.0,6689357.0,9380217.0,486715.0,14796254.0,13259269.0,23289439.0,36548708.0,0,0,0,0,0,0,2255940.0,0,0,8872168.0,-6240865.0,658298.0,146949.0,0,5762874.0,0.0,53189.0,0,53189.0,7136340.0,1051462.0,333045.0,6413.0,286981.0,0,1688072.0,3365973.0,0,743194.0,0,0,743194.0,4109167.0,3027173.0,3027173.0,7136340.0,0,0,14613425.0,23179335.0,37792760.0,15623650.0,16069574.0,-445924.0,368498.0,-77426.0,0,-77426.0,0.4,2035135.0,7024976.0
4873,THE MEDICAL CENTER AT SCOTTSVILLE,456 BURNLEY ROAD,SCOTTSVILLE,KY,42164-,ALLEN,R,134.99,"7,121",25,"9,150",256,"77,624",135,"49,410",256,909.0,25.0,9150.0,256.0,159086.0,1735121.0,978355.0,2576392.0,11610247.0,18385061.0,621114.0,28823081.0,31291763.0,36649324.0,67941087.0,0,0,0,0,0,0,2603057.0,1518152.0,0,5202859.0,-1518027.0,460271.0,-6166532.0,0,-843715.0,0.0,0,-1716739.0,-1716739.0,4410106.0,420141.0,1058895.0,73790.0,0,0,1068366.0,3008140.0,0,-473812.0,0,1738403.0,1264591.0,4272731.0,137375.0,137375.0,4410106.0,0,0,31887183.0,36081744.0,67968927.0,29937269.0,29995308.0,-58039.0,260839.0,202800.0,0,202800.0,0.42,4035713.0,13119894.0
4874,OCHSNER BAYOU  LLC,4608 HIGHWAY 1,RACELAND,LA,70394,LAFOURCHE PARISH,R,260.04,"3,822",25,"9,125",952,"6,965",35,"12,775","1,562",2542.0,22.0,8030.0,952.0,281176.0,2427886.0,1494021.0,1494021.0,16509222.0,27785652.0,1595450.0,38789559.0,17303632.0,91500597.0,108804229.0,0,0,0,0,0,0,121978.0,0,0,6675423.0,0,892912.0,697049.0,0,10948468.0,0.0,0,0,0,18023208.0,1204658.0,0,0,0,8457.0,29969.0,-9182242.0,0,9041840.0,0,3138687.0,12180527.0,2998285.0,15024922.0,15024922.0,18023207.0,0,0,17753987.0,94932872.0,112686859.0,45896395.0,44294874.0,1601521.0,3709186.0,5310707.0,0,5310707.0,0.36,15465908.0,32742137.0
4875,WHEATLAND MEMORIAL HEALTHCARE,530 3RD STREET NW,HARLOWTON,MT,59036-0287,WHEATLAND,R,53.82,"6,972",25,"9,125",33,"24,087",25,"9,125",33,88.0,25.0,9125.0,33.0,8518.0,254705.0,229971.0,256310.0,3803010.0,3924927.0,401562.0,7455312.0,4089659.0,4646669.0,8736328.0,0,0,0,0,0,0,122781.0,0,0,1658360.0,-564869.0,122709.0,12948.0,0,1411888.0,0.0,2843444.0,0,2843444.0,5950205.0,547067.0,153381.0,20873.0,2111.0,0,0,765046.0,771080.0,113889.0,0,0,884969.0,1650015.0,4300190.0,4300190.0,5950205.0,0,0,4126340.0,4871778.0,8998118.0,6704976.0,7727937.0,-1022961.0,765671.0,-257290.0,0,-257290.0,0.85,1202820.0,1438260.0
4876,THE REHAB HOSPITAL AT RARITAN BAY,225 WILLIAMSON STREET,ELIZABETH,NJ,07207,UNION,U,164.24,"12,163",76,"27,740",352,"12,163",76,"27,740",352,12163.0,76.0,27740.0,352.0,0,0,0,0,9819179.0,12338622.0,967500.0,21200236.0,132275439.0,0,132275439.0,0,0,0,0,0,0,93650.0,0,0,5382021.0,-670182.0,0,51628.0,0,46035423.0,0.0,0,382865.0,382865.0,47401121.0,1884344.0,407.0,0,0,0,1407467.0,3292218.0,0,0,0,0,0,3292218.0,44108903.0,44108903.0,47401121.0,0,0,132275439.0,0,132275439.0,22411958.0,22157801.0,254157.0,36812.0,290969.0,0,290969.0,,0,0
4877,DETAR HEALTHCARE SYSTEMS,506 E. ANTONIO STREET,VICTORIA,TX,77901-,VICTORIA,U,911.69,"34,047",206,"69,466","8,017","37,270",218,"73,846","8,317",24709.0,165.0,57045.0,8017.0,6601740.0,57678770.0,11812338.0,12021603.0,63624481.0,115404688.0,7221376.0,139913924.0,804124610.0,940353877.0,1744478487.0,15742475.0,0,63442556.0,282359.0,0,0,10102.0,0,0,94653363.0,-59470001.0,4780066.0,630293.0,483020.0,41086843.0,0.0,0,6290232.0,6290232.0,112598033.0,9235549.0,6403177.0,510144.0,55611.0,0,4809045.0,-140029086.0,0,-6722.0,0,268939.0,262217.0,-139766869.0,252364902.0,252364902.0,112598033.0,10035763.0,1444441.0,804213983.0,965081280.0,1769295263.0,213858535.0,179029169.0,34829366.0,2827659.0,37657025.0,0,37657025.0,0.08,13671327.0,196600627.0
4878,VICTORIA WARM SPRINGS SPECIALTY HOSP,102 MEDICAL DRIVE,VICTORIA,TX,77904,VICTORIA,U,97.38,"9,736",46,"16,790",446,"9,736",46,"16,790",446,9736.0,46.0,16790.0,446.0,0,0,0,0,5635756.0,9696079.0,158475.0,14842164.0,59956525.0,12526948.0,72483473.0,0,0,0,0,0,0,17832.0,0,0,2761660.0,-93897.0,98582.0,-98759.0,-3033.0,2682385.0,0.0,0,98431.0,98431.0,4186937.0,1652272.0,488259.0,8415.0,0,0,0,2148946.0,0,0,0,1171384.0,1171384.0,3320330.0,866607.0,866607.0,4186937.0,0,0,59956525.0,12526948.0,72483473.0,17270018.0,15331835.0,1938183.0,299415.0,2237598.0,1.0,2237597.0,,0,0
4879,THEDACARE MEDICAL CENTER - SHAWANO,100 COUNTY ROAD B,SHAWANO,WI,54166,SHAWANO,R,356.46,"4,875",25,"9,125","1,562","4,969",25,"9,125","1,562",4328.0,25.0,9125.0,1562.0,61440.0,3417134.0,1778549.0,1778549.0,17421608.0,25238500.0,4297218.0,45240842.0,20171208.0,96206626.0,116377834.0,0,0,0,0,0,0,15669828.0,0,0,15008529.0,-8081923.0,1019352.0,0,0,59130286.0,0.0,2288.0,0,2288.0,103429745.0,2530962.0,0,2968.0,440339.0,0,1054658.0,23777653.0,0,3042130.0,0,0,3042130.0,26819783.0,76609962.0,76609962.0,103429745.0,0,0,22303145.0,102622944.0,124926089.0,59887447.0,46077242.0,13810205.0,368944.0,14179149.0,0,14179149.0,0.39,9367710.0,22527617.0
4880,SIERRA VISTA REGIONAL MED CTR,1010 MURRAY AVENUE,SAN LUIS OBISPO,CA,93405,SAN LUIS OBISPO,U,449.00,"24,426",162,"59,292","5,291","24,426",162,"59,292","5,291",17221.0,123.0,45018.0,5291.0,1398461.0,6551943.0,2563441.0,8829100.0,59123323.0,92532850.0,5131603.0,135629210.0,646833745.0,371609028.0,1018442773.0,18592183.0,0,59123323.0,2994413.0,0,0,600.0,173647.0,3226.0,77607710.0,-49838499.0,2020752.0,698669.0,21196016.0,51862121.0,0.0,0,13377801.0,13377801.0,127662783.0,4710656.0,1041324.0,3289383.0,0,0,13561408.0,37210262.0,0,0,0,3232988.0,3232988.0,40443250.0,87219533.0,87219533.0,127662783.0,4759143.0,0,648881221.0,342761645.0,991642866.0,162569392.0,151663087.0,10906305.0,652520.0,11558825.0,0,11558825.0,0.13,15042887.0,237631090.0
4881,LOMA LINDA UNIVERSITY CHILDRENS HOSP,11234 ANDERSON STREET  STE 1836,LOMA LINDA,CA,92354,SAN BERNARDINO,U,"1,422.10","85,610",343,"125,538","10,757","85,610",343,"125,538","10,757",31726.0,160.0,58560.0,10757.0,1494725.0,2477925.0,2115588.0,2115588.0,139938295.0,329254287.0,3625562.0,409505489.0,1843633871.0,249195478.0,2092829349.0,35321503.0,0,182173793.0,0,0,0,102887000.0,0,0,462151843.0,-387139639.0,2906253.0,645825.0,0,284735986.0,0.0,0,957737586.0,957737586.0,1274575000.0,13765746.0,13962634.0,2717080.0,0,411524.0,495426368.0,1051705937.0,0,288967293.0,0,1207195.0,290174488.0,1341880425.0,-67305425.0,-67305425.0,1274575000.0,26197.0,0,1843649925.0,249216837.0,2092866762.0,487930940.0,469496582.0,18434358.0,20443993.0,38878351.0,297000.0,38581351.0,0.2,1202143673.0,1556034545.0
4882,FRANCISCAN HEALTH RENSSELAER,1104 EAST GRACE STREET,RENSSELAER,IN,47978-,JASPER,R,166.03,"1,942",25,"9,125",526,"5,170",25,"9,125",526,970.0,21.0,7665.0,526.0,510722.0,2810874.0,3363811.0,4256637.0,13490084.0,23293096.0,2814642.0,30903081.0,7602412.0,66022179.0,73624591.0,0,0,0,0,0,0,67625.0,647399.0,0,6244068.0,-1509080.0,825472.0,203075.0,83413.0,6561972.0,0.0,0,321044.0,321044.0,27884259.0,1843322.0,1282004.0,0,0,0,20777384.0,26251873.0,0,0,0,22694802.0,22694802.0,48946675.0,-21062416.0,-21062416.0,27884259.0,0,0,8286885.0,67184068.0,75470953.0,32346722.0,36783180.0,-4436458.0,537927.0,-3898531.0,7.0,-3898538.0,0.42,4029470.0,11727041.0
4883,MARGARET MARY COMMUNITY HOSPITAL,321 MITCHELL,BATESVILLE,IN,47006-,RIPLEY,R,544.98,"4,979",25,"9,125","1,517","24,813",25,"9,125","1,517",3757.0,18.0,6570.0,1517.0,263927.0,6840856.0,4034673.0,5476056.0,47647284.0,68114453.0,9307759.0,73318236.0,26079023.0,179831415.0,205910438.0,0,0,0,0,0,0,2613602.0,0,0,51854845.0,-31625035.0,1480031.0,1569098.0,350192.0,26242733.0,0.0,0,81471056.0,81471056.0,169664985.0,10108532.0,0,11185891.0,0,0,3337012.0,24631435.0,0,0,0,22418438.0,22418438.0,47049873.0,122615112.0,122615112.0,169664985.0,0,0,28641478.0,218006139.0,246647617.0,104940412.0,115761737.0,-10821325.0,14447886.0,3626561.0,0,3626561.0,0.36,5063068.0,18267390.0
4884,CARO CENTER,2000 CHAMBERS ROAD,CARO,MI,48723,TUSCOLA,R,372.00,"36,507",118,"43,070",109,"36,507",118,"43,070",109,36507.0,118.0,43070.0,109.0,0,0,0,0,19931487.0,29296380.0,131846.0,51586854.0,37129598.0,326439.0,37456037.0,0,0,19931487.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,14880810.0,0,0,0,0,0,0,0,0,0,0,0,0,0,14880810.0,14880810.0,14880810.0,0,0,7438062.0,0,7438062.0,7438062.0,49227867.0,-41789805.0,41789805.0,0,0,0,,0,0
4885,PIKE COMMUNITY HOSPITAL,100 DAWUN LANE,WAVERLY,OH,45690,PIKE,R,131.78,"3,296",25,"9,125",315,"3,296",25,"9,125",315,786.0,25.0,9125.0,315.0,476572.0,2229484.0,1434575.0,3525612.0,7343635.0,12370559.0,2039909.0,19452816.0,13522303.0,40310374.0,53832677.0,0,0,0,0,0,0,1911489.0,0,0,8636580.0,-6202974.0,389477.0,-56466.0,222357.0,4900463.0,0.0,0,1771000.0,1771000.0,15049767.0,266797.0,765985.0,81078.0,1836671.0,0,45266.0,2995797.0,0,0,0,66494.0,66494.0,3062291.0,11987476.0,11987476.0,15049767.0,0,0,13522303.0,40310373.0,53832676.0,18869782.0,19714194.0,-844412.0,218022.0,-626390.0,0,-626390.0,0.36,2222784.0,14894722.0
4886,SUMMA  REHAB HOSPITAL,29 N ADAMS ST.,AKRON,OH,44304,SUMMIT,U,169.98,"17,517",60,"21,900","1,672","17,517",60,"21,900","1,672",17517.0,60.0,21900.0,1672.0,0,0,0,0,9486653.0,11093494.0,134720.0,19766952.0,79523540.0,0,79523540.0,0,0,0,0,0,0,3425589.0,0,0,4266548.0,-1083008.0,115959.0,302436.0,0,7027524.0,0.0,0,0,108804.0,7463024.0,758024.0,562529.0,25149.0,0,0,1126158.0,2471860.0,0,0,0,1442466.0,1442466.0,3914326.0,3548698.0,3548698.0,7463024.0,0,0,79526865.0,0,79526865.0,27645568.0,20580147.0,7065421.0,130250.0,7195671.0,1.0,7195670.0,,0,0
4887,CHILDRENS HOSPITAL MEDICAL CENTER,1 PERKINS SQUARE,AKRON,OH,44308-,SUMMIT,U,"5,492.11","81,568",413,"150,844","9,481","81,568",413,"150,844","9,481",47594.0,256.0,93578.0,9481.0,0,0,0,0,456787090.0,448180837.0,31289898.0,650830941.0,786303914.0,945974753.0,1732278667.0,0,0,0,0,0,0,52368720.0,0,0,162202354.0,-16458641.0,9444654.0,9142597.0,58990.0,224150477.0,0.0,31257071.0,830912402.0,862169473.0,1672516693.0,32779080.0,47422531.0,0,12140744.0,0,50155374.0,142497729.0,0,0,0,466271456.0,466271456.0,608769185.0,1063747508.0,1063747508.0,1672516693.0,0,0,786303914.0,1206301680.0,1992605594.0,910353981.0,904967927.0,5386054.0,138075804.0,143461858.0,2223233.0,141238625.0,,0,0
4888,UPMC MERCY HOSPITAL,1400 LOCUST STREET,PITTSBURGH,PA,15219,ALLEGHENY,U,"1,938.41","79,064",339,"124,333","13,654","104,949",415,"152,149","14,923",65627.0,286.0,104935.0,13654.0,6304516.0,17149546.0,9525541.0,9583091.0,126464022.0,320791433.0,15618114.0,322189260.0,1166881039.0,791926057.0,1958807096.0,30165090.0,0,126151516.0,13407771.0,30182.0,0,41068.0,0,1472311.0,157378355.0,-116865594.0,2525286.0,0,0,49810218.0,0.0,6435151.0,1187394.0,7622545.0,368742724.0,10273725.0,-588.0,0,836975.0,341706.0,18749136.0,30200954.0,0,874163.0,0,0,874163.0,31075117.0,331238176.0,337667607.0,368742724.0,47500177.0,5926203.0,1169285984.0,758417237.0,1927703221.0,383394724.0,447255455.0,-63860731.0,34123063.0,-29737668.0,-241683.0,-29495985.0,0.16,55456345.0,422433069.0
4889,UPMC - PRESBYTERIAN SHADYSIDE,200 LOTHROP STREET,PITTSBURGH,PA,15213,ALLEGHENY,R,"8,813.56","300,442","1,129","401,183","43,950","382,910","1,438","514,277","50,536",243218.0,926.0,327028.0,43950.0,12433565.0,54288022.0,18988765.0,19687290.0,551141969.0,1908049844.0,91138680.0,1419381177.0,9796890388.0,5976544887.0,15773435275.0,127480179.0,0,549325574.0,64325465.0,0,0,163645.0,0,16365424.0,1120465736.0,-874099793.0,8953042.0,10328523.0,0,317071562.0,0.0,94881882.0,9650120.0,104532002.0,1240500655.0,29065179.0,-1.0,0,1677146.0,1464890.0,166073361.0,198280575.0,0,400874.0,0,1300000.0,1700874.0,199981449.0,-134399360.0,1040519206.0,1240500655.0,175624825.0,32719335.0,9810098161.0,4553085133.0,14363183294.0,1986215592.0,2459191813.0,-472976221.0,262362544.0,-210613677.0,-864.0,-210612813.0,0.09,226724319.0,2549627886.0
4890,CHI ST LUKES HEALTH MEM LIVINGSTON,HIGHWAY 59,LIVINGSTON,TX,77351-,POLK,R,197.05,"5,961",52,"19,032","1,787","5,988",52,"19,032","1,787",4482.0,44.0,16104.0,1787.0,5065765.0,12888847.0,6927247.0,6929139.0,14639374.0,32488772.0,2852246.0,41642183.0,75639585.0,231472951.0,307112536.0,4926692.0,0,14734037.0,421838.0,0,0,-501211.0,0,296330.0,39226384.0,-33465315.0,1031290.0,3457.0,0,4593229.0,0.0,0,78130.0,78130.0,51443615.0,17084308.0,1657066.0,-4009.0,0,7230022.0,-15116.0,25952271.0,0,167988.0,0,0,167988.0,26120259.0,25323356.0,25323356.0,51443615.0,0,0,76923267.0,229816398.0,306739665.0,47631186.0,47128146.0,503040.0,2588753.0,3091793.0,0,3091793.0,0.14,9446406.0,45677903.0
4891,BHMC-HEBER SPRINGS,1800 BYPASS ROAD,HEBER SPRINGS,AR,72543-,CLEBURNE,R,116.19,"2,689",25,"9,125",598,"33,444",25,"9,125",598,1708.0,25.0,9125.0,598.0,428237.0,747269.0,1220252.0,1867475.0,7584676.0,11804947.0,749867.0,21631943.0,10325328.0,75584957.0,85910285.0,0,0,0,0,0,0,21330.0,0,0,8654000.0,-6350218.0,166687.0,0,0,3261329.0,0.0,0,1067485.0,1067485.0,13722309.0,260680.0,306.0,0,0,0,-890860.0,-629874.0,0,0,13292000.0,18556.0,13310556.0,12680682.0,1041627.0,1041627.0,13722309.0,0,0,10094594.0,75206703.0,85301297.0,22463058.0,22159049.0,304009.0,548558.0,852567.0,147337.0,705230.0,0.25,819025.0,7288142.0
4892,ARDEN WOOD  INC.,445 WAWONA STREET,SAN FRANCISCO,CA,94116,SAN FRANCISCO,U,24.86,"2,124",13,"4,758",43,"17,964",76,"28,244",60,2124.0,13.0,4758.0,43.0,0,0,0,0,4470631.0,4007028.0,627569.0,6226037.0,4805339.0,0,4805339.0,0,0,0,0,0,0,1703583.0,0,0,491098.0,-38000.0,61060.0,81925.0,-304365.0,1995301.0,0.0,0,1106962.0,14921168.0,24844852.0,237530.0,474908.0,16318.0,0,0,178507.0,907263.0,0,0,0,20357.0,20357.0,927620.0,23917232.0,23917232.0,24844852.0,0,0,4805339.0,62043.0,4867382.0,4296971.0,8477659.0,-4180688.0,6039042.0,1858354.0,0,1858354.0,,0,0
4893,UCHEALTH GREELEY HOSPITAL,6767 WEST 29TH STREET,GREELEY,CO,80634-5474,WELD,U,463.71,"12,225",50,"17,400","3,305","12,225",50,"17,400","3,305",9378.0,44.0,15312.0,3305.0,1995856.0,91238.0,2092658.0,15248179.0,35247633.0,83573040.0,16156366.0,107522575.0,125666554.0,227458908.0,353125462.0,8944099.0,0,35247633.0,1119478.0,0,0,5100.0,0,0,48284788.0,-31714684.0,5007859.0,1283026.0,0,-102370940.0,0.0,0,2237844.0,2237844.0,97251694.0,9296514.0,2907218.0,15929.0,0,0,2092262.0,19364214.0,0,148129883.0,0,155616.0,148285499.0,167649713.0,-70398019.0,-70398019.0,97251694.0,4524020.0,0,125902673.0,230178650.0,356081323.0,90207081.0,118820673.0,-28613592.0,8033188.0,-20580404.0,23298821.0,-43879225.0,0.3,5592949.0,61202112.0
